Name,Highway,Highway_Stress,MaxSpeed,MaxSpeed_Stress,Lanes,Lanes_Stress,Stress_Level,Geometry
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.590016 42.305933, -85.590015 42.305108)"
Harrison Street,residential,1,32,3,1,1,2,"LINESTRING (-85.5747751 42.2975365, -85.5747654 42.2973906, -85.574753 42.2972028)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589864 42.297712, -85.589906 42.297599, -85.589925 42.297426, -85.589913 42.29668)"
Douglas Avenue,secondary,2,25,2,2,2,2,"LINESTRING (-85.599447 42.2974966, -85.5994377 42.2970875, -85.5994373 42.2970705, -85.5994366 42.2970389, -85.5994213 42.2963669, -85.599414 42.296045)"
Ritsema Court,residential,1,32,3,1,1,2,"LINESTRING (-85.590015 42.306367, -85.5903571 42.306365)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.590015 42.306367, -85.590016 42.305933)"
Ritsema Court,residential,1,32,3,1,1,2,"LINESTRING (-85.5903571 42.306365, -85.590015 42.306367)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589888 42.299589, -85.589879 42.299366)"
East Cork Street,tertiary,1,32,3,4,4,3,"LINESTRING (-85.551727 42.259566, -85.5513246 42.2595657, -85.5512048 42.2595656, -85.550682 42.2595651, -85.550558 42.259565)"
East Cork Street,tertiary,1,32,3,4,4,3,"LINESTRING (-85.551727 42.259566, -85.5535002 42.2595528, -85.553606 42.259552)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589879 42.299366, -85.589862 42.298849)"
Eleanor Street,residential,1,32,3,2,2,2,"LINESTRING (-85.588589 42.293478, -85.5886964 42.2934891, -85.5896942 42.2934662, -85.589811 42.2934771)"
Eleanor Street,residential,1,32,3,2,2,2,"LINESTRING (-85.588589 42.293478, -85.5884728 42.2934823, -85.5882876 42.2934892, -85.5880608 42.2934976, -85.5878362 42.2935059, -85.587469 42.2935195, -85.587352 42.2935238)"
North Westnedge Avenue,secondary,2,32,3,4,4,3,"LINESTRING (-85.589811 42.2934771, -85.5898102 42.2934108, -85.5898057 42.2932955, -85.5897757 42.2925033)"
Eleanor Street,residential,1,32,3,2,2,2,"LINESTRING (-85.589811 42.2934771, -85.5899207 42.293475, -85.5900512 42.2934725, -85.5903287 42.2934679, -85.5907298 42.2934604, -85.5910838 42.2934541, -85.5913683 42.2934526, -85.591455 42.293434)"
Eleanor Street,residential,1,32,3,2,2,2,"LINESTRING (-85.589811 42.2934771, -85.5896942 42.2934662, -85.5886964 42.2934891, -85.588589 42.293478)"
"['Allen Boulevard', 'Eleanor Street']",residential,1,32,3,2,2,2,"LINESTRING (-85.591455 42.293434, -85.591516 42.293406, -85.591577 42.293375, -85.591647 42.293332, -85.5917102 42.2932874, -85.592101 42.293012, -85.5921242 42.2929776, -85.5921313 42.2929422, -85.5921327 42.2928806)"
Eleanor Street,residential,1,32,3,2,2,2,"LINESTRING (-85.591455 42.293434, -85.5913683 42.2934526, -85.5910838 42.2934541, -85.5907298 42.2934604, -85.5903287 42.2934679, -85.5900512 42.2934725, -85.5899207 42.293475, -85.589811 42.2934771)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.567634 42.290407, -85.5671556 42.2899926, -85.566841 42.28972, -85.5666324 42.2895444, -85.5665 42.289433)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.567634 42.290407, -85.567987 42.290721, -85.568289 42.290988, -85.568862 42.2914915, -85.569476 42.292031, -85.5699172 42.292416, -85.5717032 42.2939744)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.564044 42.28726, -85.56279 42.286173)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.564044 42.28726, -85.5648694 42.2879836, -85.5652226 42.2882932, -85.5656815 42.2886954, -85.5658711 42.2888616, -85.566094 42.289057)"
King Highway,primary,4,32,3,2,2,3,"LINESTRING (-85.5614327 42.2852207, -85.5612768 42.285223, -85.5603966 42.2852667, -85.5603574 42.2852681, -85.5601936 42.2852738, -85.5600271 42.2852746, -85.5598978 42.2852723)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.5585004 42.2852006, -85.5582387 42.2851867, -85.5566165 42.2851006)"
King Highway,primary,4,32,3,4,4,4,"LINESTRING (-85.5585004 42.2852006, -85.5587451 42.2852132, -85.559342 42.2852422, -85.5598141 42.2852678, -85.5598978 42.2852723)"
Bronco Way,tertiary_link,3,32,3,1,1,2,"LINESTRING (-85.6180853 42.2772548, -85.6180883 42.2773028, -85.618081 42.2773386, -85.6180543 42.277378, -85.6180133 42.2774154, -85.6179653 42.2774449, -85.6179252 42.2774589)"
Bronco Way,unclassified,1,25,2,2,2,2,"LINESTRING (-85.6180853 42.2772548, -85.6180343 42.2771955, -85.6179786 42.2771416, -85.6179035 42.2770878, -85.6177988 42.2770281, -85.6176893 42.2769752, -85.6175254 42.2769076, -85.6173926 42.2768585, -85.6171519 42.2767709)"
Bronco Way,unclassified,1,25,2,2,2,2,"LINESTRING (-85.6171519 42.2767709, -85.6173926 42.2768585, -85.6175254 42.2769076, -85.6176893 42.2769752, -85.6177988 42.2770281, -85.6179035 42.2770878, -85.6179786 42.2771416, -85.6180343 42.2771955, -85.6180853 42.2772548)"
Southtown Street,tertiary,1,32,3,4,4,3,"LINESTRING (-85.576137 42.287248, -85.5760975 42.2874222, -85.576079 42.287504, -85.5759969 42.2878614, -85.5759768 42.287949, -85.5758532 42.2885171, -85.5758264 42.2887237, -85.575806 42.289011)"
East Kalamazoo Avenue,primary,4,35,3,3,3,3,"LINESTRING (-85.576584 42.294638, -85.5767702 42.2946347, -85.5771898 42.2946272, -85.5773978 42.2946235, -85.5777163 42.2946178, -85.5777969 42.2946165, -85.5780043 42.2946132, -85.5780435 42.2946126, -85.5783577 42.2946076, -85.5784096 42.2946051)"
Oakland Drive,tertiary,1,30,2,3,3,2,"LINESTRING (-85.598392 42.283672, -85.5986562 42.2832004, -85.599113 42.282385)"
Oakland Drive,tertiary,1,30,2,3,3,2,"LINESTRING (-85.598392 42.283672, -85.5982206 42.2841107, -85.598183 42.284207)"
South Drake Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.6482477 42.2811592, -85.6482485 42.2810446)"
South Drake Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.6482477 42.2811592, -85.648246 42.281356, -85.6482363 42.2824512, -85.648235 42.282599)"
West KL Avenue,tertiary,1,32,3,5,3,2,"LINESTRING (-85.6455751 42.2775901, -85.6449156 42.2774533, -85.6445811 42.2773839, -85.644483 42.2773636, -85.6441034 42.2772848)"
East North Street,residential,1,32,3,1,1,2,"LINESTRING (-85.5738741 42.2981032, -85.5737682 42.2980421, -85.5737259 42.2979958, -85.5737083 42.2979628, -85.5737006 42.2979484, -85.5736955 42.2978896, -85.5737144 42.2978098)"
Douglas Avenue,secondary,2,25,2,2,2,2,"LINESTRING (-85.599414 42.296045, -85.599412 42.2955381)"
Douglas Avenue,secondary,2,25,2,2,2,2,"LINESTRING (-85.599414 42.296045, -85.5994213 42.2963669, -85.5994366 42.2970389, -85.5994373 42.2970705, -85.5994377 42.2970875, -85.599447 42.2974966)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589893 42.299871, -85.589888 42.299589)"
Oakland Drive,tertiary,1,30,2,3,3,2,"LINESTRING (-85.598183 42.284207, -85.5982206 42.2841107, -85.598392 42.283672)"
Oakland Drive,tertiary,1,30,2,3,3,2,"LINESTRING (-85.598183 42.284207, -85.598027 42.284631, -85.597991 42.284757, -85.5979904 42.2847901, -85.597989 42.284874, -85.597997 42.284956, -85.59801 42.285025, -85.598037 42.285078, -85.598832 42.2862523, -85.598934 42.286403, -85.598969 42.28647, -85.598982 42.286523, -85.598993 42.286639, -85.598981 42.286767, -85.598942 42.28687, -85.598899 42.286934, -85.5987948 42.2870569, -85.598771 42.287085, -85.597942 42.288107)"
North Westnedge Avenue,secondary,2,35,3,2,2,2,"LINESTRING (-85.590012 42.309809, -85.5900113 42.3094424, -85.5900109 42.309256, -85.59001 42.308818)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.590013 42.304694, -85.590013 42.304353)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589922 42.300731, -85.589893 42.299871)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.59001 42.308818, -85.5900092 42.3075555, -85.590009 42.307193)"
Goldsworth Valley Drive,unclassified,1,25,2,4,4,2,"LINESTRING (-85.6231043 42.2865362, -85.6232098 42.286487)"
Goldsworth Valley Drive,unclassified,1,25,2,4,4,2,"LINESTRING (-85.6231043 42.2865362, -85.6229658 42.2865968, -85.6227168 42.2867059, -85.6226353 42.2867369, -85.6225384 42.2867678, -85.6224547 42.2867874, -85.6223489 42.2868086, -85.6222278 42.2868183, -85.6220868 42.2868134, -85.6219568 42.2867972, -85.6218489 42.286776, -85.6217387 42.2867483, -85.6215295 42.28667, -85.621374 42.286599)"
Branch Street,tertiary,1,30,2,4,4,2,"LINESTRING (-85.562834 42.284899, -85.5629117 42.2848592, -85.564009 42.284297, -85.5641695 42.284212)"
Branch Street,tertiary,1,32,3,2,2,2,"LINESTRING (-85.562834 42.284899, -85.562621 42.2850006, -85.5624297 42.2850781, -85.5622802 42.2851214, -85.5621794 42.2851463, -85.562105 42.2851647, -85.5619629 42.285187, -85.5617535 42.2852086, -85.5614327 42.2852207)"
Oliver Street,unclassified,1,25,2,3,3,2,"LINESTRING (-85.601126 42.2837327, -85.6012343 42.2838008, -85.6013884 42.2838349, -85.6015116 42.2838732, -85.6016496 42.2838969, -85.6018 42.2839115, -85.6019503 42.2839097, -85.60232 42.2838915, -85.6025665 42.2838659, -85.602808 42.2838313, -85.6031186 42.2837784, -85.6043978 42.2835286, -85.6045999 42.2834903, -85.6048513 42.2834447, -85.605051 42.283408, -85.6051397 42.2833937, -85.6052037 42.2833882, -85.6053525 42.2833924, -85.6054761 42.2834025, -85.6055868 42.2834273, -85.6056936 42.2834632, -85.6057732 42.2834948, -85.6059586 42.2835719)"
Oliver Street,unclassified,1,25,2,3,3,2,"LINESTRING (-85.601126 42.2837327, -85.6010364 42.2836758, -85.6009366 42.2835881, -85.6008403 42.2834614, -85.6007697 42.283315, -85.600754 42.2832446, -85.600737 42.2831733, -85.6007294 42.2831019, -85.600733 42.2829837, -85.600766 42.2828229, -85.6008215 42.2826898, -85.6009205 42.2825014, -85.6009884 42.2823633, -85.6010154 42.2822754, -85.6010238 42.2821897)"
East Cork Street,tertiary,1,32,3,4,4,3,"LINESTRING (-85.5559359 42.259548, -85.555591 42.259546)"
East Cork Street,tertiary,1,32,3,4,4,3,"LINESTRING (-85.5559359 42.259548, -85.5560374 42.2595479, -85.5566253 42.2595492, -85.5566563 42.2595493, -85.557008 42.25955)"
Oliver Street,unclassified,1,25,2,2,2,2,"LINESTRING (-85.6067172 42.2839318, -85.6068648 42.2840257, -85.6069011 42.2840542, -85.607017 42.2840898, -85.6071306 42.2841117, -85.6071943 42.2841193, -85.6073358 42.284127, -85.6074772 42.2841255)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.5898498 42.2985514, -85.589838 42.297891, -85.589851 42.297768, -85.589864 42.297712)"
North Westnedge Avenue,secondary,2,32,3,4,4,3,"LINESTRING (-85.5897757 42.2925033, -85.5897667 42.2921417, -85.589765 42.2920609, -85.5897612 42.291884, -85.5897573 42.2917021, -85.5897567 42.2916758, -85.5897538 42.2915414)"
North Westnedge Avenue,secondary,2,32,3,2,2,2,"LINESTRING (-85.589862 42.298849, -85.5898498 42.2985514)"
Douglas Avenue,tertiary_link,3,32,3,2,2,3,"LINESTRING (-85.5992948 42.2927961, -85.5993234 42.2927066, -85.5993929 42.2925816, -85.5994547 42.2925052, -85.5995497 42.2924189, -85.599594 42.2923888, -85.5996568 42.2923567, -85.5997449 42.2923305, -85.5998412 42.2923135, -85.6000646 42.2922917)"
Douglas Avenue,tertiary_link,3,32,3,1,1,2,"LINESTRING (-85.5992948 42.2927961, -85.5992728 42.2927268, -85.599265 42.2926635, -85.5992704 42.2926077, -85.5992789 42.2925489, -85.599337 42.2923484, -85.599339 42.2923161, -85.5993311 42.2922839, -85.5993093 42.2922633, -85.5992795 42.2922531, -85.5992223 42.2922284, -85.5990334 42.2921691)"
Old Michigan Avenue,residential,1,32,3,2,2,2,"LINESTRING (-85.6036064 42.2864005, -85.6035336 42.2864848, -85.6034989 42.2865196, -85.6034485 42.2865586, -85.603383 42.2866053, -85.603205 42.2867048)"
West Michigan Avenue,tertiary,1,25,2,2,2,2,"LINESTRING (-85.6036064 42.2864005, -85.6037832 42.2864452, -85.603887 42.2864607, -85.6040182 42.2864686, -85.604107 42.2864673, -85.6042092 42.2864574)"
West Michigan Avenue,tertiary,1,25,2,2,2,2,"LINESTRING (-85.6036064 42.2864005, -85.6034969 42.2863561, -85.6033999 42.2863027, -85.6032751 42.2862162, -85.603103 42.2860803, -85.6030812 42.2860639, -85.6030515 42.2860404, -85.6028299 42.2858885)"
Douglas Avenue,tertiary,1,32,3,2,2,2,"LINESTRING (-85.5993719 42.2944901, -85.5993856 42.2944322, -85.5993883 42.294421, -85.5993982 42.2943574, -85.5993993 42.2942802)"
Douglas Avenue,secondary,2,25,2,2,2,2,"LINESTRING (-85.5993719 42.2944901, -85.59939 42.294963, -85.5994081 42.2954364, -85.599412 42.2955381)"
West Michigan Avenue,unclassified,1,20,1,2,2,1,"LINESTRING (-85.619309 42.2823551, -85.6193489 42.2823761, -85.6193947 42.2823923, -85.6194386 42.2824008, -85.619487 42.2824037, -85.6195173 42.2823997, -85.6195394 42.2823971, -85.6195658 42.2823911, -85.6196084 42.2823785, -85.6196436 42.2823591)"
Ring Road North,unclassified,1,20,1,2,2,1,"LINESTRING (-85.6193134 42.2820523, -85.619275 42.2820803, -85.6192493 42.2821082, -85.6192255 42.282148, -85.6192159 42.2821913, -85.6192161 42.2822216, -85.619228 42.2822625, -85.6192449 42.2822917, -85.6192786 42.2823307, -85.619309 42.2823551)"
East Kalamazoo Avenue,primary,4,35,3,3,3,3,"LINESTRING (-85.5787401 42.2945965, -85.57886 42.2945937, -85.5790814 42.2945885, -85.5792086 42.2945855, -85.579318 42.294583, -85.5794063 42.2945819, -85.5798017 42.294577, -85.5799131 42.2945756)"
East Kalamazoo Avenue,primary,4,35,3,3,3,3,"LINESTRING (-85.5784096 42.2946051, -85.5784941 42.2946029, -85.5786308 42.2945993, -85.5787401 42.2945965)"
Amvets Memorial Highway,trunk,3,32,3,2,2,3,"LINESTRING (-85.5558189 42.2850305, -85.5555308 42.2849589, -85.5553385 42.2849035, -85.5551723 42.2848459, -85.5550106 42.2847685, -85.5548553 42.284689, -85.5546893 42.2845815, -85.5545678 42.2844861, -85.5543891 42.2843117)"
King Highway,primary,4,32,3,2,2,3,"LINESTRING (-85.5558189 42.2850305, -85.5556668 42.2850104, -85.5546816 42.2849506)"
Amvets Memorial Highway,trunk,3,32,3,2,2,3,"LINESTRING (-85.5526413 42.2801662, -85.552655 42.280836, -85.552702 42.28129, -85.552724 42.281438, -85.552778 42.281713, -85.552838 42.281936, -85.5531227 42.2827063, -85.5532218 42.2829502, -85.5532999 42.2832021, -85.5533692 42.2834748, -85.553467 42.283938, -85.553551 42.284514, -85.553606 42.284822, -85.5536293 42.2849543)"
Stadium Drive,secondary,2,45,4,5,3,3,"LINESTRING (-85.6028299 42.2858885, -85.6030923 42.2857132, -85.6031941 42.2856413, -85.6034819 42.2854507, -85.6036749 42.2853227, -85.6041077 42.2850269, -85.60454 42.2847248, -85.6049146 42.2844601, -85.6053155 42.2841767, -85.605722 42.283882, -85.6059047 42.2837604, -85.6059303 42.2837391, -85.6059945 42.2836856, -85.6060744 42.2836248)"
West Michigan Avenue,tertiary,1,25,2,2,2,2,"LINESTRING (-85.6028299 42.2858885, -85.6030515 42.2860404, -85.6030812 42.2860639, -85.603103 42.2860803, -85.6032751 42.2862162, -85.6033999 42.2863027, -85.6034969 42.2863561, -85.6036064 42.2864005)"
Marketplace Drive,residential,1,25,2,1,1,1,"LINESTRING (-85.574668 42.278605, -85.574592 42.2786053, -85.5731151 42.2786104, -85.57301 42.2786175, -85.5729359 42.2786247, -85.5728491 42.2786459, -85.5727855 42.2786671, -85.5727201 42.278698, -85.572659 42.2787371, -85.5726141 42.2787865, -85.5725922 42.2788472)"
Marketplace Drive,residential,1,25,2,1,1,1,"LINESTRING (-85.5725922 42.2788472, -85.5726993 42.2788038, -85.5728141 42.2787605, -85.5729355 42.2787252, -85.5730545 42.2787062, -85.5731765 42.2786969, -85.574592 42.2787035, -85.5746713 42.2787039)"
Marketplace Drive,residential,1,25,2,2,2,2,"LINESTRING (-85.5725922 42.2788472, -85.572558 42.2788756, -85.5724976 42.2789259, -85.5724493 42.2790046, -85.5724147 42.279099, -85.5723976 42.2791956, -85.5723986 42.2797882)"
Marketplace Drive,residential,1,25,2,2,2,2,"LINESTRING (-85.5723986 42.2797882, -85.5723976 42.2791956, -85.5724147 42.279099, -85.5724493 42.2790046, -85.5724976 42.2789259, -85.572558 42.2788756, -85.5725922 42.2788472)"
Bronson Drive,unclassified,1,32,3,1,1,2,"LINESTRING (-85.5818785 42.285064, -85.5819841 42.28504, -85.5820216 42.2850222, -85.582049 42.2849986, -85.5820677 42.2849708, -85.5820802 42.2849128)"
West Michigan Avenue,residential,1,35,3,1,1,2,"LINESTRING (-85.5937748 42.2911454, -85.5936826 42.2912428, -85.5936179 42.2913131, -85.5935904 42.2913422, -85.5935411 42.2913946, -85.5935087 42.291437, -85.5934662 42.2914987)"
West Michigan Avenue,secondary,2,35,3,2,2,2,"LINESTRING (-85.5937748 42.2911454, -85.5936025 42.2912406, -85.5934792 42.2913192, -85.59342 42.291357, -85.593411 42.2913611, -85.5933105 42.2914066, -85.5932673 42.2914294, -85.593187 42.291447, -85.5931202 42.2914593, -85.593015 42.2914731)"
"['Allen Boulevard', 'Eleanor Street']",residential,1,32,3,2,2,2,"LINESTRING (-85.5921327 42.2928806, -85.5921313 42.2929422, -85.5921242 42.2929776, -85.592101 42.293012, -85.5917102 42.2932874, -85.591647 42.293332, -85.591577 42.293375, -85.591516 42.293406, -85.591455 42.293434)"
West Michigan Avenue,unclassified,1,20,1,2,2,1,"LINESTRING (-85.6196447 42.2820585, -85.6196169 42.2820437, -85.6195921 42.2820339)"
Campus Drive,unclassified,1,32,3,2,2,2,"LINESTRING (-85.64736 42.2579761, -85.6472124 42.2579039, -85.6470316 42.2578281, -85.6469009 42.2577827, -85.646756 42.2577427, -85.6465791 42.2577024, -85.6463739 42.2576602, -85.6461769 42.2576145, -85.646008 42.2575621, -85.6458343 42.2574965, -85.6456711 42.2574247, -85.6455132 42.2573417, -85.6453763 42.2572596, -85.6452236 42.2571488, -85.6451079 42.2570552, -85.6450246 42.2569735)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6179252 42.2774589, -85.6175536 42.2773447, -85.6159363 42.2768737, -85.6155243 42.2767527, -85.6147241 42.2765178)"
West Michigan Avenue,tertiary,1,35,3,5,3,2,"LINESTRING (-85.6217171 42.2816071, -85.6224586 42.2813884, -85.6225347 42.2813686, -85.6229276 42.2812503, -85.6233632 42.2811244, -85.623704 42.2810276)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6217171 42.2816071, -85.6217108 42.2814192, -85.6217044 42.2811261, -85.6216819 42.2801052, -85.6216602 42.2798843, -85.6215949 42.2796619, -85.6214802 42.2794352, -85.6213352 42.2792194)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6213352 42.2792194, -85.6212864 42.2791831, -85.621158 42.2790578, -85.6209464 42.2788837, -85.6206399 42.2786716, -85.6203216 42.2784741, -85.6199974 42.2782839, -85.6196494 42.2781069, -85.6191808 42.2778933, -85.6188051 42.277747, -85.618475 42.2776329)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.618475 42.2776329, -85.6179252 42.2774589)"
Bronco Way,tertiary_link,3,32,3,1,1,2,"LINESTRING (-85.618475 42.2776329, -85.6183268 42.2775639, -85.61827 42.2775245, -85.6182328 42.2774846, -85.6181958 42.2774353, -85.6181592 42.277356, -85.6181294 42.2773024, -85.6180853 42.2772548)"
Goldsworth Valley Drive,unclassified,1,25,2,4,4,2,"LINESTRING (-85.6232098 42.286487, -85.6231043 42.2865362)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6232098 42.286487, -85.6229506 42.2861467, -85.6227661 42.2858582, -85.622598 42.2855283, -85.6224719 42.2852156, -85.6223972 42.2849272, -85.6220427 42.2832639, -85.6219791 42.2829348, -85.6218632 42.2824523)"
South Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6265878 42.2882061, -85.626353 42.2881732, -85.6262406 42.2881574, -85.6260701 42.2881177, -85.625825 42.288033, -85.6249073 42.2876496, -85.6244917 42.2874492, -85.6241228 42.2872315, -85.6237959 42.2870001, -85.6236906 42.2869129, -85.6234619 42.2867237, -85.6232098 42.286487)"
Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6147241 42.2765178, -85.6150581 42.2766902)"
Howard Street,tertiary,1,35,3,2,2,2,"LINESTRING (-85.615447 42.2768364, -85.6159594 42.2769882, -85.6181065 42.2776187)"
Oliver Street,unclassified,1,25,2,2,2,2,"LINESTRING (-85.6074794 42.2839743, -85.6072938 42.2839774, -85.6071385 42.2839871, -85.6070685 42.283982, -85.6069527 42.2839625, -85.6067172 42.2839318)"
South Drake Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.6482363 42.2842873, -85.6481938 42.285834)"
South Drake Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.6482363 42.2842873, -85.64824 42.283511, -85.64824 42.282794, -85.648238 42.282696, -85.648235 42.282599)"
South Drake Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.6481945 42.2873303, -85.648196 42.287068, -85.6481938 42.285834)"
Campus Drive,unclassified,1,32,3,2,2,2,"LINESTRING (-85.6451501 42.2580285, -85.645372 42.2580831, -85.6454428 42.2580949)"
Campus Drive,unclassified,1,32,3,2,2,2,"LINESTRING (-85.6470519 42.2583225, -85.6471783 42.2583752, -85.6472907 42.258433, -85.6474298 42.2585147, -85.6475332 42.2585827, -85.6476505 42.2586738, -85.6477553 42.2587712, -85.6478547 42.2588807, -85.6479214 42.2589671, -85.6479975 42.2590837, -85.6480015 42.2590973, -85.6480245 42.2591398)"
Campus Drive,unclassified,1,25,2,2,2,2,"LINESTRING (-85.6450246 42.2569735, -85.6449565 42.2569042, -85.6448045 42.2567235, -85.6447454 42.2566315, -85.6447061 42.2565635, -85.6446622 42.2564892, -85.6445934 42.2563565, -85.6445323 42.2562314, -85.6444644 42.2560957, -85.6444031 42.2559725, -85.6443167 42.255802, -85.6442646 42.2557195, -85.6442481 42.2556965, -85.6442044 42.2556405, -85.6441059 42.2555398, -85.6440204 42.2554721, -85.643902 42.2553845, -85.6437376 42.2552982, -85.6436102 42.2552458, -85.6435228 42.2552131, -85.6433921 42.2551756, -85.6432559 42.2551505, -85.6430766 42.2551283, -85.6429999 42.2551227, -85.6428477 42.2551246, -85.642778 42.2551258, -85.6426854 42.2551376, -85.6425012 42.2551673, -85.6423156 42.2552177, -85.6421812 42.2552652, -85.6418332 42.2554304, -85.6415713 42.2555641, -85.6414379 42.2556345, -85.6413732 42.2556644, -85.641353 42.2556713, -85.641216 42.2557194, -85.6411435 42.2557323, -85.6410478 42.2557552, -85.6409913 42.2557633, -85.6408703 42.2557816, -85.6407812 42.2557889, -85.6406816 42.2557935, -85.6405442 42.2557874, -85.6404225 42.2557749, -85.6403197 42.2557584, -85.6401065 42.2557104, -85.6398997 42.2556608, -85.6398094 42.2556496, -85.6396693 42.2556422, -85.6395195 42.2556512, -85.639415 42.2556722, -85.6392706 42.2557084, -85.6392085 42.25573, -85.6390958 42.2557764, -85.639053 42.2558005, -85.6390035 42.255831, -85.6389152 42.2558964, -85.6388826 42.2559246, -85.6388296 42.2559769, -85.6388105 42.2560041, -85.6387907 42.2560281, -85.6387509 42.256081, -85.6387118 42.2561535, -85.6386817 42.2562304, -85.6386639 42.2563084, -85.6386596 42.2563502, -85.6386585 42.2564213, -85.6386633 42.2564805, -85.6386771 42.2565411, -85.6386938 42.256598, -85.6387358 42.2566868, -85.6387824 42.2567583, -85.6388169 42.2567993, -85.6388584 42.256849, -85.6388807 42.2568719, -85.6389196 42.2569015, -85.6390059 42.256967, -85.6390348 42.2569836, -85.6390847 42.2570122, -85.6391431 42.2570413, -85.6392135 42.2570701, -85.6392506 42.2570819, -85.6393288 42.2571077, -85.6394225 42.257127, -85.639531 42.2571461, -85.6396082 42.2571493, -85.6397046 42.2571515, -85.6398229 42.2571454, -85.6399077 42.2571325, -85.6399906 42.2571153, -85.6400512 42.2571004, -85.6401303 42.2570736, -85.6401999 42.2570447, -85.6402481 42.2570224, -85.6403148 42.2569831, -85.6404352 42.2569191, -85.6405588 42.2568543, -85.6407271 42.2567629, -85.6408945 42.2566883, -85.6410537 42.2566293, -85.6412224 42.2565787, -85.6413773 42.256541, -85.6415184 42.2565126, -85.6416105 42.2564989, -85.6417692 42.2564807, -85.6419017 42.2564728, -85.6419977 42.2564699, -85.6421606 42.2564713, -85.6422949 42.2564779, -85.6423625 42.2564836, -85.6424878 42.2564988, -85.6426581 42.2565273, -85.6428357 42.2565681, -85.6429033 42.2565843, -85.6430024 42.2566156, -85.6430835 42.2566432, -85.6431666 42.2566744, -85.6432363 42.2567012, -85.643338 42.2567466, -85.6433677 42.2567622, -85.6434756 42.2568178, -85.6435316 42.2568483, -85.6436401 42.2569175, -85.6437276 42.2569758, -85.643787 42.2570225, -85.6438801 42.2570991, -85.6439904 42.257203, -85.6440326 42.2572487, -85.6441635 42.2574015)"
Campus Drive,unclassified,1,32,3,2,2,2,"LINESTRING (-85.6441635 42.2574015, -85.6442138 42.2574629, -85.6442887 42.2575437, -85.6443849 42.2576297, -85.644441 42.2576741, -85.6445516 42.2577537, -85.6446936 42.2578389, -85.6448472 42.2579159, -85.6449401 42.2579576, -85.6450273 42.2579884, -85.6450911 42.2580105, -85.6451197 42.2580204, -85.6451501 42.2580285)"
Stadium Drive,primary,4,45,4,5,3,4,"LINESTRING (-85.6423627 42.2705528, -85.6421703 42.2705723, -85.6415899 42.270631, -85.6414819 42.2706407, -85.6410257 42.2706876, -85.6406676 42.2707244, -85.6404951 42.2707426, -85.6402162 42.2707701, -85.6398204 42.270809, -85.6393558 42.2708547, -85.6388178 42.2709076, -85.6382556 42.2709654, -85.6380361 42.2709879, -85.6377383 42.2710185, -85.6373751 42.2710558, -85.637013 42.271093, -85.6364816 42.2711477, -85.6362266 42.2711739, -85.6361445 42.2711823, -85.6357417 42.2712212, -85.6356875 42.2712286, -85.6353971 42.271258, -85.6346498 42.2713336, -85.634271 42.271372, -85.6341607 42.2713833, -85.6338043 42.2714198, -85.633587 42.271442, -85.6335101 42.27145, -85.6333503 42.2714665, -85.6326893 42.2715335, -85.6318102 42.2716259, -85.6317663 42.2716304, -85.631529 42.271655, -85.6309338 42.2717134, -85.6304078 42.271765, -85.6301596 42.2717893, -85.6296509 42.2718381, -85.6291056 42.2718905, -85.628639 42.2719353, -85.6279029 42.272006, -85.6271867 42.2720747, -85.6266073 42.2721303, -85.6258294 42.272205, -85.625661 42.2722212, -85.6253939 42.2722468, -85.6248325 42.2723007, -85.6247787 42.2723059)"
